Class,Sex,Age,Survived
1526,Female,Child,Yes
1527,Female,Child,Yes
1528,Female,Child,Yes
1529,Female,Child,Yes
1530,Female,Child,Yes
1531,Female,Child,Yes
1532,Female,Child,Yes
1533,Female,Child,Yes
1534,Female,Child,Yes
1535,Female,Child,Yes
1536,Female,Child,Yes
1537,Female,Child,Yes
1538,Female,Child,Yes
1539,Female,Child,Yes
1540,Female,Child,Yes
1541,Female,Child,Yes
1542,Female,Child,Yes
1543,Female,Child,Yes
1544,Female,Child,Yes
1545,Female,Child,Yes
1546,Female,Child,Yes
1547,Female,Child,Yes
1548,Male,Adult,Yes
1549,Male,Adult,Yes
1550,Male,Adult,Yes
1551,Male,Adult,Yes
1552,Male,Adult,Yes
1553,Male,Adult,Yes
1554,Male,Adult,Yes
1555,Male,Adult,Yes
1556,Male,Adult,Yes
1557,Male,Adult,Yes
1558,Male,Adult,Yes
1559,Male,Adult,Yes
1560,Male,Adult,Yes
1561,Male,Adult,Yes
1562,Male,Adult,Yes
1563,Male,Adult,Yes
1564,Male,Adult,Yes
1565,Male,Adult,Yes
1566,Male,Adult,Yes
1567,Male,Adult,Yes
1568,Male,Adult,Yes
1569,Male,Adult,Yes
1570,Male,Adult,Yes
1571,Male,Adult,Yes
1572,Male,Adult,Yes
1573,Male,Adult,Yes
1574,Male,Adult,Yes
1575,Male,Adult,Yes
1576,Male,Adult,Yes
1577,Male,Adult,Yes
1578,Male,Adult,Yes
1579,Male,Adult,Yes
1580,Male,Adult,Yes
1581,Male,Adult,Yes
1582,Male,Adult,Yes
1583,Male,Adult,Yes
1584,Male,Adult,Yes
1585,Male,Adult,Yes
1586,Male,Adult,Yes
1587,Male,Adult,Yes
1588,Male,Adult,Yes
1589,Male,Adult,Yes
1590,Male,Adult,Yes
1591,Male,Adult,Yes
1592,Male,Adult,Yes
1593,Male,Adult,Yes
1594,Male,Adult,Yes
1595,Male,Adult,Yes
1596,Male,Adult,Yes
1597,Male,Adult,Yes
1598,Male,Adult,Yes
1599,Male,Adult,Yes
1600,Male,Adult,Yes
1601,Male,Adult,Yes
1602,Male,Adult,Yes
1603,Male,Adult,Yes
1604,Male,Adult,Yes
1605,Male,Adult,Yes
1606,Male,Adult,Yes
1607,Male,Adult,Yes
1608,Male,Adult,Yes
1609,Male,Adult,Yes
1610,Male,Adult,Yes
1611,Male,Adult,Yes
1612,Male,Adult,Yes
1613,Male,Adult,Yes
1614,Male,Adult,Yes
1615,Male,Adult,Yes
1616,Male,Adult,Yes
1617,Male,Adult,Yes
1618,Male,Adult,Yes
1619,Male,Adult,Yes
1620,Male,Adult,Yes
1621,Male,Adult,Yes
1622,Male,Adult,Yes
1623,Male,Adult,Yes
1624,Male,Adult,Yes
1625,Male,Adult,Yes
1626,Male,Adult,Yes
1627,Male,Adult,Yes
1628,Male,Adult,Yes
1629,Male,Adult,Yes
1630,Male,Adult,Yes
1631,Male,Adult,Yes
1632,Male,Adult,Yes
1633,Male,Adult,Yes
1634,Male,Adult,Yes
1635,Male,Adult,Yes
1636,Male,Adult,Yes
1637,Male,Adult,Yes
1638,Male,Adult,Yes
1639,Male,Adult,Yes
1640,Male,Adult,Yes
1641,Male,Adult,Yes
1642,Male,Adult,Yes
1643,Male,Adult,Yes
1644,Male,Adult,Yes
1645,Male,Adult,Yes
1646,Male,Adult,Yes
1647,Male,Adult,Yes
1648,Male,Adult,Yes
1649,Male,Adult,Yes
1650,Male,Adult,Yes
1651,Male,Adult,Yes
1652,Male,Adult,Yes
1653,Male,Adult,Yes
1654,Male,Adult,Yes
1655,Male,Adult,Yes
1656,Male,Adult,Yes
1657,Male,Adult,Yes
1658,Male,Adult,Yes
1659,Male,Adult,Yes
1660,Male,Adult,Yes
1661,Male,Adult,Yes
1662,Male,Adult,Yes
1663,Male,Adult,Yes
1664,Male,Adult,Yes
1665,Male,Adult,Yes
1666,Male,Adult,Yes
1667,Male,Adult,Yes
1668,Male,Adult,Yes
1669,Male,Adult,Yes
1670,Male,Adult,Yes
1671,Male,Adult,Yes
1672,Male,Adult,Yes
1673,Male,Adult,Yes
1674,Male,Adult,Yes
1675,Male,Adult,Yes
1676,Male,Adult,Yes
1677,Male,Adult,Yes
1678,Male,Adult,Yes
1679,Male,Adult,Yes
1680,Male,Adult,Yes
1681,Male,Adult,Yes
1682,Male,Adult,Yes
1683,Male,Adult,Yes
1684,Male,Adult,Yes
1685,Male,Adult,Yes
1686,Male,Adult,Yes
1687,Male,Adult,Yes
1688,Male,Adult,Yes
1689,Male,Adult,Yes
1690,Male,Adult,Yes
1691,Male,Adult,Yes
1692,Male,Adult,Yes
1693,Male,Adult,Yes
1694,Male,Adult,Yes
1695,Male,Adult,Yes
1696,Male,Adult,Yes
1697,Male,Adult,Yes
1698,Male,Adult,Yes
1699,Male,Adult,Yes
1700,Male,Adult,Yes
1701,Male,Adult,Yes
1702,Male,Adult,Yes
1703,Male,Adult,Yes
1704,Male,Adult,Yes
1705,Male,Adult,Yes
1706,Male,Adult,Yes
1707,Male,Adult,Yes
1708,Male,Adult,Yes
1709,Male,Adult,Yes
1710,Male,Adult,Yes
1711,Male,Adult,Yes
1712,Male,Adult,Yes
1713,Male,Adult,Yes
1714,Male,Adult,Yes
1715,Male,Adult,Yes
1716,Male,Adult,Yes
1717,Male,Adult,Yes
1718,Male,Adult,Yes
1719,Male,Adult,Yes
1720,Male,Adult,Yes
1721,Male,Adult,Yes
1722,Male,Adult,Yes
1723,Male,Adult,Yes
1724,Male,Adult,Yes
1725,Male,Adult,Yes
1726,Male,Adult,Yes
1727,Male,Adult,Yes
1728,Male,Adult,Yes
1729,Male,Adult,Yes
1730,Male,Adult,Yes
1731,Male,Adult,Yes
1732,Male,Adult,Yes
1733,Male,Adult,Yes
1734,Male,Adult,Yes
1735,Male,Adult,Yes
1736,Male,Adult,Yes
1737,Male,Adult,Yes
1738,Male,Adult,Yes
1739,Male,Adult,Yes
1740,Male,Adult,Yes
1741,Male,Adult,Yes
1742,Male,Adult,Yes
1743,Male,Adult,Yes
1744,Male,Adult,Yes
1745,Male,Adult,Yes
1746,Male,Adult,Yes
1747,Male,Adult,Yes
1748,Male,Adult,Yes
1749,Male,Adult,Yes
1750,Male,Adult,Yes
1751,Male,Adult,Yes
1752,Male,Adult,Yes
1753,Male,Adult,Yes
1754,Male,Adult,Yes
1755,Male,Adult,Yes
1756,Male,Adult,Yes
1757,Male,Adult,Yes
1758,Male,Adult,Yes
1759,Male,Adult,Yes
1760,Male,Adult,Yes
1761,Male,Adult,Yes
1762,Male,Adult,Yes
1763,Male,Adult,Yes
1764,Male,Adult,Yes
1765,Male,Adult,Yes
1766,Male,Adult,Yes
1767,Male,Adult,Yes
1768,Male,Adult,Yes
1769,Male,Adult,Yes
1770,Male,Adult,Yes
1771,Male,Adult,Yes
1772,Male,Adult,Yes
1773,Male,Adult,Yes
1774,Male,Adult,Yes
1775,Male,Adult,Yes
1776,Male,Adult,Yes
1777,Male,Adult,Yes
1778,Male,Adult,Yes
1779,Male,Adult,Yes
1780,Male,Adult,Yes
1781,Male,Adult,Yes
1782,Male,Adult,Yes
1783,Male,Adult,Yes
1784,Male,Adult,Yes
1785,Male,Adult,Yes
1786,Male,Adult,Yes
1787,Male,Adult,Yes
1788,Male,Adult,Yes
1789,Male,Adult,Yes
1790,Male,Adult,Yes
1791,Male,Adult,Yes
1792,Male,Adult,Yes
1793,Male,Adult,Yes
1794,Male,Adult,Yes
1795,Male,Adult,Yes
1796,Male,Adult,Yes
1797,Male,Adult,Yes
1798,Male,Adult,Yes
1799,Male,Adult,Yes
1800,Male,Adult,Yes
1801,Male,Adult,Yes
1802,Male,Adult,Yes
1803,Male,Adult,Yes
1804,Male,Adult,Yes
1805,Male,Adult,Yes
1806,Male,Adult,Yes
1807,Male,Adult,Yes
1808,Male,Adult,Yes
1809,Male,Adult,Yes
1810,Male,Adult,Yes
1811,Male,Adult,Yes
1812,Male,Adult,Yes
1813,Male,Adult,Yes
1814,Male,Adult,Yes
1815,Male,Adult,Yes
1816,Male,Adult,Yes
1817,Male,Adult,Yes
1818,Male,Adult,Yes
1819,Male,Adult,Yes
1820,Male,Adult,Yes
1821,Male,Adult,Yes
1822,Male,Adult,Yes
1823,Male,Adult,Yes
1824,Male,Adult,Yes
1825,Male,Adult,Yes
1826,Male,Adult,Yes
1827,Male,Adult,Yes
1828,Male,Adult,Yes
1829,Male,Adult,Yes
1830,Male,Adult,Yes
1831,Male,Adult,Yes
1832,Male,Adult,Yes
1833,Male,Adult,Yes
1834,Male,Adult,Yes
1835,Male,Adult,Yes
1836,Male,Adult,Yes
1837,Male,Adult,Yes
1838,Male,Adult,Yes
1839,Male,Adult,Yes
1840,Male,Adult,Yes
1841,Male,Adult,Yes
1842,Male,Adult,Yes
1843,Male,Adult,Yes
1844,Male,Adult,Yes
1845,Male,Adult,Yes
1846,Male,Adult,Yes
1847,Male,Adult,Yes
1848,Male,Adult,Yes
1849,Male,Adult,Yes
1850,Male,Adult,Yes
1851,Male,Adult,Yes
1852,Male,Adult,Yes
1853,Male,Adult,Yes
1854,Male,Adult,Yes
1855,Male,Adult,Yes
1856,Male,Adult,Yes
1857,Male,Adult,Yes
1858,Male,Adult,Yes
1859,Male,Adult,Yes
1860,Male,Adult,Yes
1861,Male,Adult,Yes
1862,Male,Adult,Yes
1863,Male,Adult,Yes
1864,Male,Adult,Yes
1865,Male,Adult,Yes
1866,Male,Adult,Yes
1867,Male,Adult,Yes
1868,Male,Adult,Yes
1869,Male,Adult,Yes
1870,Male,Adult,Yes
1871,Male,Adult,Yes
1872,Male,Adult,Yes
1873,Male,Adult,Yes
1874,Male,Adult,Yes
1875,Male,Adult,Yes
1876,Male,Adult,Yes
1877,Male,Adult,Yes
1878,Male,Adult,Yes
1879,Male,Adult,Yes
1880,Male,Adult,Yes
1881,Male,Adult,Yes
1882,Male,Adult,Yes
1883,Male,Adult,Yes
1884,Male,Adult,Yes
1885,Male,Adult,Yes
1886,Female,Adult,Yes
1887,Female,Adult,Yes
1888,Female,Adult,Yes
1889,Female,Adult,Yes
1890,Female,Adult,Yes
1891,Female,Adult,Yes
1892,Female,Adult,Yes
1893,Female,Adult,Yes
1894,Female,Adult,Yes
1895,Female,Adult,Yes
1896,Female,Adult,Yes
1897,Female,Adult,Yes
1898,Female,Adult,Yes
1899,Female,Adult,Yes
1900,Female,Adult,Yes
1901,Female,Adult,Yes
1902,Female,Adult,Yes
1903,Female,Adult,Yes
1904,Female,Adult,Yes
1905,Female,Adult,Yes
1906,Female,Adult,Yes
1907,Female,Adult,Yes
1908,Female,Adult,Yes
1909,Female,Adult,Yes
1910,Female,Adult,Yes
1911,Female,Adult,Yes
1912,Female,Adult,Yes
1913,Female,Adult,Yes
1914,Female,Adult,Yes
1915,Female,Adult,Yes
1916,Female,Adult,Yes
1917,Female,Adult,Yes
1918,Female,Adult,Yes
1919,Female,Adult,Yes
1920,Female,Adult,Yes
1921,Female,Adult,Yes
1922,Female,Adult,Yes
1923,Female,Adult,Yes
1924,Female,Adult,Yes
1925,Female,Adult,Yes
1926,Female,Adult,Yes
1927,Female,Adult,Yes
1928,Female,Adult,Yes
1929,Female,Adult,Yes
1930,Female,Adult,Yes
1931,Female,Adult,Yes
1932,Female,Adult,Yes
1933,Female,Adult,Yes
1934,Female,Adult,Yes
1935,Female,Adult,Yes
1936,Female,Adult,Yes
1937,Female,Adult,Yes
1938,Female,Adult,Yes
1939,Female,Adult,Yes
1940,Female,Adult,Yes
1941,Female,Adult,Yes
1942,Female,Adult,Yes
1943,Female,Adult,Yes
1944,Female,Adult,Yes
1945,Female,Adult,Yes
1946,Female,Adult,Yes
1947,Female,Adult,Yes
1948,Female,Adult,Yes
1949,Female,Adult,Yes
1950,Female,Adult,Yes
1951,Female,Adult,Yes
1952,Female,Adult,Yes
1953,Female,Adult,Yes
1954,Female,Adult,Yes
1955,Female,Adult,Yes
1956,Female,Adult,Yes
1957,Female,Adult,Yes
1958,Female,Adult,Yes
1959,Female,Adult,Yes
1960,Female,Adult,Yes
1961,Female,Adult,Yes
1962,Female,Adult,Yes
1963,Female,Adult,Yes
1964,Female,Adult,Yes
1965,Female,Adult,Yes
1966,Female,Adult,Yes
1967,Female,Adult,Yes
1968,Female,Adult,Yes
1969,Female,Adult,Yes
1970,Female,Adult,Yes
1971,Female,Adult,Yes
1972,Female,Adult,Yes
1973,Female,Adult,Yes
1974,Female,Adult,Yes
1975,Female,Adult,Yes
1976,Female,Adult,Yes
1977,Female,Adult,Yes
1978,Female,Adult,Yes
1979,Female,Adult,Yes
1980,Female,Adult,Yes
1981,Female,Adult,Yes
1982,Female,Adult,Yes
1983,Female,Adult,Yes
1984,Female,Adult,Yes
1985,Female,Adult,Yes
1986,Female,Adult,Yes
1987,Female,Adult,Yes
1988,Female,Adult,Yes
1989,Female,Adult,Yes
1990,Female,Adult,Yes
1991,Female,Adult,Yes
1992,Female,Adult,Yes
1993,Female,Adult,Yes
1994,Female,Adult,Yes
1995,Female,Adult,Yes
1996,Female,Adult,Yes
1997,Female,Adult,Yes
1998,Female,Adult,Yes
1999,Female,Adult,Yes
2000,Female,Adult,Yes
2001,Female,Adult,Yes
2002,Female,Adult,Yes
2003,Female,Adult,Yes
2004,Female,Adult,Yes
2005,Female,Adult,Yes
2006,Female,Adult,Yes
2007,Female,Adult,Yes
2008,Female,Adult,Yes
2009,Female,Adult,Yes
2010,Female,Adult,Yes
2011,Female,Adult,Yes
2012,Female,Adult,Yes
2013,Female,Adult,Yes
2014,Female,Adult,Yes
2015,Female,Adult,Yes
2016,Female,Adult,Yes
2017,Female,Adult,Yes
2018,Female,Adult,Yes
2019,Female,Adult,Yes
2020,Female,Adult,Yes
2021,Female,Adult,Yes
2022,Female,Adult,Yes
2023,Female,Adult,Yes
2024,Female,Adult,Yes
2025,Female,Adult,Yes
2026,Female,Adult,Yes
2027,Female,Adult,Yes
2028,Female,Adult,Yes
2029,Female,Adult,Yes
2030,Female,Adult,Yes
2031,Female,Adult,Yes
2032,Female,Adult,Yes
2033,Female,Adult,Yes
2034,Female,Adult,Yes
2035,Female,Adult,Yes
2036,Female,Adult,Yes
2037,Female,Adult,Yes
2038,Female,Adult,Yes
2039,Female,Adult,Yes
2040,Female,Adult,Yes
2041,Female,Adult,Yes
2042,Female,Adult,Yes
2043,Female,Adult,Yes
2044,Female,Adult,Yes
2045,Female,Adult,Yes
2046,Female,Adult,Yes
2047,Female,Adult,Yes
2048,Female,Adult,Yes
2049,Female,Adult,Yes
2050,Female,Adult,Yes
2051,Female,Adult,Yes
2052,Female,Adult,Yes
2053,Female,Adult,Yes
2054,Female,Adult,Yes
2055,Female,Adult,Yes
2056,Female,Adult,Yes
2057,Female,Adult,Yes
2058,Female,Adult,Yes
2059,Female,Adult,Yes
2060,Female,Adult,Yes
2061,Female,Adult,Yes
2062,Female,Adult,Yes
2063,Female,Adult,Yes
2064,Female,Adult,Yes
2065,Female,Adult,Yes
2066,Female,Adult,Yes
2067,Female,Adult,Yes
2068,Female,Adult,Yes
2069,Female,Adult,Yes
2070,Female,Adult,Yes
2071,Female,Adult,Yes
2072,Female,Adult,Yes
2073,Female,Adult,Yes
2074,Female,Adult,Yes
2075,Female,Adult,Yes
2076,Female,Adult,Yes
2077,Female,Adult,Yes
2078,Female,Adult,Yes
2079,Female,Adult,Yes
2080,Female,Adult,Yes
2081,Female,Adult,Yes
2082,Female,Adult,Yes
2083,Female,Adult,Yes
2084,Female,Adult,Yes
2085,Female,Adult,Yes
2086,Female,Adult,Yes
2087,Female,Adult,Yes
2088,Female,Adult,Yes
2089,Female,Adult,Yes
2090,Female,Adult,Yes
2091,Female,Adult,Yes
2092,Female,Adult,Yes
2093,Female,Adult,Yes
2094,Female,Adult,Yes
2095,Female,Adult,Yes
2096,Female,Adult,Yes
2097,Female,Adult,Yes
2098,Female,Adult,Yes
2099,Female,Adult,Yes
2100,Female,Adult,Yes
2101,Female,Adult,Yes
2102,Female,Adult,Yes
2103,Female,Adult,Yes
2104,Female,Adult,Yes
2105,Female,Adult,Yes
2106,Female,Adult,Yes
2107,Female,Adult,Yes
2108,Female,Adult,Yes
2109,Female,Adult,Yes
2110,Female,Adult,Yes
2111,Female,Adult,Yes
2112,Female,Adult,Yes
2113,Female,Adult,Yes
2114,Female,Adult,Yes
2115,Female,Adult,Yes
2116,Female,Adult,Yes
2117,Female,Adult,Yes
2118,Female,Adult,Yes
2119,Female,Adult,Yes
2120,Female,Adult,Yes
2121,Female,Adult,Yes
2122,Female,Adult,Yes
2123,Female,Adult,Yes
2124,Female,Adult,Yes
2125,Female,Adult,Yes
2126,Female,Adult,Yes
2127,Female,Adult,Yes
2128,Female,Adult,Yes
2129,Female,Adult,Yes
2130,Female,Adult,Yes
2131,Female,Adult,Yes
2132,Female,Adult,Yes
2133,Female,Adult,Yes
2134,Female,Adult,Yes
2135,Female,Adult,Yes
2136,Female,Adult,Yes
2137,Female,Adult,Yes
2138,Female,Adult,Yes
2139,Female,Adult,Yes
2140,Female,Adult,Yes
2141,Female,Adult,Yes
2142,Female,Adult,Yes
2143,Female,Adult,Yes
2144,Female,Adult,Yes
2145,Female,Adult,Yes
2146,Female,Adult,Yes
2147,Female,Adult,Yes
2148,Female,Adult,Yes
2149,Female,Adult,Yes
2150,Female,Adult,Yes
2151,Female,Adult,Yes
2152,Female,Adult,Yes
2153,Female,Adult,Yes
2154,Female,Adult,Yes
2155,Female,Adult,Yes
2156,Female,Adult,Yes
2157,Female,Adult,Yes
2158,Female,Adult,Yes
2159,Female,Adult,Yes
2160,Female,Adult,Yes
2161,Female,Adult,Yes
2162,Female,Adult,Yes
2163,Female,Adult,Yes
2164,Female,Adult,Yes
2165,Female,Adult,Yes
2166,Female,Adult,Yes
2167,Female,Adult,Yes
2168,Female,Adult,Yes
2169,Female,Adult,Yes
2170,Female,Adult,Yes
2171,Female,Adult,Yes
2172,Female,Adult,Yes
2173,Female,Adult,Yes
2174,Female,Adult,Yes
2175,Female,Adult,Yes
2176,Female,Adult,Yes
2177,Female,Adult,Yes
2178,Female,Adult,Yes
2179,Female,Adult,Yes
2180,Female,Adult,Yes
2181,Female,Adult,Yes
2182,Female,Adult,Yes
2183,Female,Adult,Yes
2184,Female,Adult,Yes
2185,Female,Adult,Yes
2186,Female,Adult,Yes
2187,Female,Adult,Yes
2188,Female,Adult,Yes
2189,Female,Adult,Yes
2190,Female,Adult,Yes
2191,Female,Adult,Yes
2192,Female,Adult,Yes
2193,Female,Adult,Yes
2194,Female,Adult,Yes
2195,Female,Adult,Yes
2196,Female,Adult,Yes
2197,Female,Adult,Yes
2198,Female,Adult,Yes
2199,Female,Adult,Yes
2200,Female,Adult,Yes
2201,Female,Adult,Yes
